Airport Code,Airport Name,City Name,coordinates
873,PQS,Pilot Station,Pilot Station,"61.933333, -162.883333"
874,SAV,Savannah/Hilton Head,Savannah,"32.133333, -81.2"
875,BWC,Brawley,Brawley,"32.983333, -115.516667"
876,FTW,Meacham Field,Fort Worth,"32.855556, -96.85"
877,PDT,Pendleton,Pendleton,"45.7, -118.833333"
878,PTN,Williams Memorial,Patterson,"29.75, -91.308333"
879,SRW,Rowan County,Salisbury,"35.633333, -80.516667"
880,AUM,Austin,Austin,"43.666667, -92.933333"
881,FRN,Bryant AAF,Fort Richardson,"19.833333, -72.5"
882,PIZ,Dew Station,Point Lay,"69.733333, -163.016667"
883,FFM,Fergus Falls,Fergus Falls,"46.283333, -96.166667"
884,TVF,Regional,Thief River Falls,"52.883333, -0.30000000000000004"
885,LWB,Greenbrier Valley,Lewisburg,"37.783333, -80.336111"
886,MPE,Griswold,Madison,"41.283333, -72.6"
887,YAK,Yakutat,Yakutat,"59.5, -139.666667"
888,PSB,Bellefonte,Bellefonte,"60.933333, 7.2"
889,SDY,Richland Municipal,Sidney,"47.716667, -104.183333"
890,ALE,Alpine,Alpine,"30.386111, -103.683333"
891,PWT,Bremerton,Bremerton,"47.483333, -122.75"
892,NYG,Quantico Nas,Quantico,"38.503611, -77.305"
893,BTF,Salt Lake Skypark,Bountiful,"40.883333, -111.883333"
894,PTV,Porterville,Porterville,"36.033333, -119.066667"
895,GRI,Grand Island,"Grand Island, NE","40.9675, -98.309722"
896,VTN,Miller Field,Valentine,"42.85, -100.55"
897,RKR,Robert S Kerr,Poteau,"35.05, -94.616667"
898,DXR,Danbury Municipal Airport,"Danbury, CT","41.371667, -73.482222"
899,MKC,Downtown,Kansas City,"39.116667, -94.583333"
900,LOG,Longview,Longview,"46.116667, -122.883333"
901,LNA,Palm Beach County Park,West Palm Beach,"26.593056, -80.085"
902,RIF,Reynolds,Richfield,"38.75, -112.1"
903,GUP,Senator Clark,Gallup,"35.516667, -108.783333"
904,CSN,Carson City,Carson City,"39.2, -119.733333"
905,CDB,Cold Bay,Cold Bay,"55.2, -162.716667"
906,IYK,Kern County,Inyokern,"35.65, -117.833333"
907,CLG,Coalinga,Coalinga,"36.15, -120.35"
908,EPH,Ephrata,Ephrata,"47.3, -119.516667"
909,MWS,Mount Wilson,Mount Wilson,"51.916667, -2.866667"
910,CTX,Cortland,Cortland,"36.5, 33.616667"
911,PMH,Greater Portsmouth Regional,"Portsmouth, OH","38.840556, -82.847222"
912,DAN,Municipal,Danville,"36.566667, -79.35"
913,NZY,North Island Nas,San Diego,"32.699167, -117.215278"
914,PWA,Wiley Post,Oklahoma City,"35.534167, -97.666667"
915,AVP,Wilkes-Barre/Scranton International Airport,"Wilkes-Barre/Scranton, PA","41.338333, -75.723333"
916,BTP,Butler County - Kenny Scholter Field,Butler,"40.793611, -79.949722"
917,EIL,Eielson AFB,Fairbanks,"64.665556, -147.101389"
918,LDJ,Linden,Linden,"40.633333, -74.25"
919,JFK,John F Kennedy Intl,New York,"40.633333, -73.783333"
920,ONM,Socorro,Socorro,"34.05, -106.883333"
921,VYS,Illinois Valley Regnl,Peru,"41.3525, -89.149722"
922,WSD,Condron AAF,White Sands,"61.833333, -1.833333"
923,FBK,Ft Wainwright,Fairbanks,"-32.533333, 26.7"
924,LAA,Lamar Field,Lamar,"38.066667, -102.683333"
925,RCE,Roche Harbor,Roche Harbor,"48.616667, -123.116667"
926,ICY,Icy Bay,Icy Bay,"59.983333, -141.65"
927,LAN,Capital City,Lansing,"42.783333, -84.583333"
928,TPL,Draughon-miller Central Texas Regional,"Temple, TX","31.1525, -97.407778"
929,TYS,Mc Ghee Tyson,Knoxville,"35.95, -83.916667"
930,DAB,Regional,Daytona Beach,"29.183333, -81.05"
931,WHT,Wharton,Wharton,"29.316667, -96.1"
932,NHX,Barin Olf Osn,Foley,"30.416667, -87.683333"
933,MDA,Martindale Army Heliport,"San Antonio, TX","29.431389, -98.377778"
934,MLU,Municipal,Monroe,"32.5, -92.033333"
935,SZP,Oxnard,Santa Paula,"34.347222, -119.061111"
936,PIP,Pilot Point,Pilot Point,"57.580278, -157.571944"
937,CBZ,Cabin Creek,Cabin Creek,"55.383333, -132.416667"
938,WHH,Hiltons Har H,Boulder,"-30.783333, 121.483333"
939,FET,Municipal,Fremont,"41.433333, -96.5"
940,REE,Reese AFB,Lubbock,"-18.55, 126.75"
941,EHT,Rentschler,East Hartford,"41.766667, -72.65"
942,SUA,Witham Field,Stuart,"27.183333, -80.216667"
943,AXG,Algona,Algona,"43.066667, -94.233333"
944,CKR,Crane Island,Crane Island,"48.6, -123.0"
945,ORH,Worcester Regional Airport,Worcester,"42.267222, -71.875833"
946,ALZ,Alitak SPB,Alitak,"56.895833, -154.245833"
947,BYS,Bicycle Lake AAF,Fort Irwin,"35.283333, -116.633333"
948,MCE,Merced Municipal Arpt,Merced,"37.283333, -120.516667"
949,MGR,Moultrie Municipal,Moultrie,"31.083333, -83.8"
950,PCD,Municipal,Prairie Du Chien,"43.016667, -91.116667"
951,GRR,Kent County Intl,Grand Rapids,"42.883333, -85.533333"
952,OKM,Okmulgee,Okmulgee,"35.616667, -95.966667"
953,PGM,Port Graham,Port Graham,"59.35, -151.833333"
954,SUX,Sioux Gateway,Sioux City,"42.4, -96.383333"
955,CRG,Craig Municipal,Jacksonville,"30.333889, -81.5025"
956,ORI,Port Lions SPB,Port Lions,"57.883333, -152.85"
957,INS,Af Aux,Indian Springs,"46.283333, 22.1"
958,VJI,Virginia Highlands,Abingdon,"-0.616667, -90.883333"
959,UWA,Ware,Ware,"42.25, -72.233333"
960,LOT,Lewis Lockport,Lockport,"41.6, -88.05"
961,SQA,Santa Ynez,Santa Ynez,"13.816667, 39.2"
962,IRS,Kirsch Municipal,Sturgis,"41.8, -85.416667"
963,PSX,Palacios,Palacios,"28.7, -96.216667"
964,IAN,Bob Barker Memorial,Kiana,"66.983333, -160.416667"
965,CLS,Centralia,Chehalis,"46.683333, -122.983333"
966,FRY,Fryeburg,Fryeburg,"44.016667, -70.983333"
967,ISS,Wiscasset,Wiscasset,"43.969444, -69.716667"
968,SDM,Brown Field Municipal,San Diego,"32.572222, -116.98"
969,TSS,East 34th St Heliport,New York,"40.744444, -73.970833"
970,NBU,NAS,Glenview,"-32.683333, 151.633333"
971,GXY,Weld County,Greeley,"40.333333, -104.616667"
972,AMN,Gratiot Community,Alma,"43.383333, -84.65"
973,UTO,Indian Mountain AFS,Utopia Creek,"65.983333, -153.683333"
974,CPR,Natrona County International Airport,"Casper, WY","42.908056, -106.464444"
975,SYN,Carleton,Stanton,"44.468056, -93.0"
976,JSK,Municipal Heliport,Saint Cloud,"18.766666999999998, -72.066667"
977,PHL,Philadelphia International,Philadelphia,"39.871944, -75.241111"
978,GNV,Gainesville Regional,Gainesville,"29.683333, -82.266667"
979,LCK,Rickenbacker,Columbus,"40.002778, -82.883333"
980,IRC,Circle City,Circle,"65.833333, -144.083333"
981,QWF,Fort Collins Bus Servi,Fort Collins/Loveland,"19.833333, -72.5"
982,HZL,Hazleton,Hazleton,"40.983333, -76.0"
983,UBS,Lowndes County,Columbus,"33.449722, -88.365833"
984,BWL,Blackwell,Blackwell,"36.8, -97.283333"
985,WDB,Deep Bay,Deep Bay,"55.45, -131.783333"
986,TRM,Thermal,Thermal,"46.591111, 13.825556"
987,AUG,Augusta,Augusta,"44.316667, -69.8"
988,SMO,Santa Monica,Santa Monica,"34.015833, -118.45"
989,NWH,Parlin Field,Newport,"43.333333, -72.166667"
990,VSF,State,Springfield,"43.333333, -72.516667"
991,WAH,Wahpeton,Wahpeton,"46.266667, -96.6"
992,ATY,Watertown,Watertown,"44.916667, -97.15"
993,MBL,Blacker,Manistee,"44.266667, -86.25"
994,BYA,Boundary,Boundary,"64.083333, -141.116667"
995,KFP,False Pass,False Pass,"54.85, -163.416667"
996,ATU,Casco Cove,Attu Island,"52.833333, 173.183333"
997,KGX,Grayling,Grayling,"62.666667, -160.008333"
998,GMU,Greenville Downtown,Greenville,"34.848056, -82.35"
999,ORQ,Heliport,Norwalk,"41.116667, -73.45"
1000,ATO,Ohio University,Athens,"39.333333, -82.1"
1001,ONH,Municipal,Oneonta,"42.45, -75.116667"
1002,RID,Richmond Municipal Airport,"Richmond, IN","39.757222, -84.842778"
1003,KYO,Topp Of Tampa,Tampa,"54.433333, 23.65"
1004,EHM,Cape Newenham,Cape Newenham,"58.633333, -162.066667"
1005,TOL,Toledo Express,"Toledo, OH","41.586944, -83.807778"
1006,SHD,Shenandoah Valley,Staunton,"38.266667, -78.9"
1007,IFA,Iowa Falls,Iowa Falls,"42.516667, -93.266667"
1008,DCA,Ronald Reagan Washington National Airport,"Washington, DC","38.851944, -77.037778"
1009,TEX,Telluride,Telluride,"42.095278, 8.709722"
1010,DUA,Eaker,Durant,"18.083333, -73.85"
1011,RIL,Garfield County,Rifle,"39.516667, -107.716667"
1012,VRB,Municipal,Vero Beach,"27.65, -80.416667"
1013,LWS,Nez Perce County Rgnl,Lewiston,"46.383333, -117.033333"
1014,PKB,Wood County,Parkersburg,"39.35, -81.433333"
1015,ZFZ,Buffalo Depew Rr,Buffalo,"50.8, -1.683333"
1016,RZZ,Halifax County,Roanoke Rapids,"36.466667, -77.666667"
1017,VPZ,Porter County,Valparaiso,"41.45, -86.983333"
1018,HPB,Hooper Bay,Hooper Bay,"61.5, -166.083333"
1019,PIT,Pittsburgh International,"Pittsburgh, PA","40.491389, -80.232778"
1020,SPF,Black Hills,Spearfish,"44.483333, -103.85"
1021,LIJ,Long Island,Long Island,"54.9, -132.75"
1022,HBG,The Hattiesburg-Bobby L. Chain Mun.,Hattiesburg,"19.233333, -72.233333"
1023,RHI,Oneida County,Rhinelander,"45.633333, -89.45"
1024,BFK,Buffalo Municipal Airport,Buffalo,"36.863333, -99.618611"
1025,LKI,Lakeside USAF,Duluth,"-19.233333, 18.2"
1026,0A7,Hendersonville Airport,Hendersonville,"35.316667, -82.45"
1027,CNE,Canon City,Canon City,"38.416667, -105.1"
1028,RNH,Municipal,New Richmond,"45.116667, -92.533333"
1029,ULM,New Ulm,New Ulm,"44.316667, -94.5"
1030,PDX,Portland International,"Portland, OR","45.588611, -122.5975"
1031,SOP,Pinehurst-S. Pines,Southern Pines,"35.215278, -79.588333"
1032,LSR,Lost River,Lost River,"65.4, -167.15"
1033,POB,Pope AFB,"Fayetteville, NC","35.170833, -79.014444"
1034,SCC,Prudhoe Bay/Deadhorse,Prudhoe Bay/Deadhorse,"70.333333, -148.333333"
1035,WLK,Selawik,Selawik,"66.6, -159.983333"
1036,KKI,Spb,Akiachak,"60.916667, -161.433333"
1037,FYU,Fort Yukon,Fort Yukon,"66.566667, -145.266667"
1038,CCG,Crane County Arpt,Crane,"31.4, -102.35"
1039,LNK,Lincoln,"Lincoln, NE","40.850833, -96.759167"
1040,XSM,St Marys,St Marys,"38.283333, -76.633333"
1041,PVY,Pope Vanoy,Pope Vanoy,"59.316667, -154.916667"
1042,AKB,Atka,Atka,"52.2, -174.2"
1043,BSQ,Bisbee Municipal Arpt,Bisbee,"31.363889, -109.881111"
1044,SYI,Bomar Field,Shelbyville,"35.566667, -86.45"
1045,FYV,Municipal,Fayetteville,"36.0, -94.166667"
1046,EUF,Weedon Field,Eufaula,"31.95, -85.133333"
1047,NCN,New Chenega,New Chenega,"60.001111, -148.008333"
1048,HLR,Fort Hood AAF,Killeen,"31.138611, -97.714444"
1049,GAM,Gambell,Gambell,"63.766667, -171.75"
1050,OJC,Johnson Executive,Kansas City,"38.85, -94.733333"
1051,AIZ,Lee C Fine Memorial,Kaiser/Lake Ozark,"38.1, -92.55"
1052,WMH,Mountain Home,Mountain Home,"36.366667, -92.466667"
1053,HEE,Thompson-Robbins,Helena,"34.583333, -90.666667"
1054,AID,Municipal,Anderson,"32.4, 34.866667"
1055,FWA,Municipal/Baer Field,Fort Wayne,"41.116667, -85.116667"
1056,BRO,South Padre Is. Intl,Brownsville,"25.916667, -97.416667"
1057,OMA,Eppley Airfield,Omaha,"41.3, -95.9"
1058,JHM,Kapalua West Maui,Lahaina,"20.963056, -156.673056"
1059,IML,Imperial,Imperial,"40.516667, -101.616667"
1060,KMO,Manokotak SPB,Manokotak,"58.966667, -159.05"
1061,ACK,Nantucket Memorial,Nantucket,"41.266667, -70.066667"
1062,SZL,Whiteman AFB,Kansas,"51.083333, 5.683333"
1063,EMP,Emporia,Emporia,"38.333333, -96.183333"
1064,FRI,Marshall AAF,"Fort Riley, KS","39.055278, -96.764444"
1065,TCS,Municipal,Truth Or Consequences,"50.033333, 7.433333"
1066,PAO,Palo Alto,Palo Alto,"37.466667, -122.116667"
1067,POE,Polk AAF,Fort Polk,"31.033333, -93.183333"
1068,ZTJ,Princeton JT Rail,Princeton,"48.416667, -53.6"
1069,OTM,Industrial,Ottumwa,"41.1, -92.45"
1070,WNA,Napakiak SPB,Napakiak,"60.7, -162.116667"
1071,SPS,Sheppard AFB,Wichita Falls,"33.983333, -98.516667"
1072,KKB,SPB,Kitoi Bay,"58.183333, -152.35"
1073,BWS,Blaine,Blaine,"48.966667, -122.833333"
1074,ATL,Hartsfield-jackson Atlanta International,"Atlanta, GA","33.636667, -84.428056"
1075,DAL,Love Field,Dallas,"32.852778, -96.85"
1076,ABI,Municipal,Abilene,"32.416667, -99.683333"
1077,MEI,Key Field,Meridian,"32.333333, -88.75"
1078,WLR,Loring,Loring,"55.6, -131.566667"
1079,ANA,Orange County Steel Salvage Heliport,Anaheim,"33.848333, -117.850278"
1080,MRF,Municipal,Marfa,"30.233333, -103.866667"
1081,DRE,Drummond Island,Drummond Island,"46.016667, -83.75"
1082,FDY,Findlay,Findlay,"41.016667, -83.666667"
1083,PUO,Prudhoe Bay,Prudhoe Bay,"54.95, -1.85"
1084,LCH,Municipal,Lake Charles,"30.116667, -93.216667"
1085,LRJ,Municipal,Lemars,"42.783333, -96.15"
1086,GED,Sussex County,Georgetown,"38.683333, -75.366667"
1087,BKD,Stephens County,Breckenridge,"32.75, -98.9"
1088,FSI,Henry Post AAF,Fort Sill,"19.833333, -72.5"
1089,JBK,Berkeley,Berkeley,"37.95, -122.3"
1090,DAG,Barstow-Daggett,Daggett,"34.85, -116.783333"
1091,JOT,Municipal,Joliet,"41.533333, -88.083333"
1092,MDJ,City-county,Madras,"44.633333, -121.133333"
1093,SPZ,Springdale Muni,Springdale,"36.183333, -94.133333"
1094,SLK,Adirondack,Saranac Lake,"44.4, -74.2"
1095,BIH,Bishop,Bishop,"37.366667, -118.35"
1096,ZWI,Wilmington Rail,Wilmington,"-32.65, 138.1"
1097,AYE,AAF Heliport,Fort Devens,"19.833333, -72.5"
1098,WAL,Wallops Flight Center,Chincoteague,"37.933333, -75.383333"
1099,ELP,El Paso International Airport,El Paso,"31.8, -106.383333"
1100,HUD,Humboldt,Humboldt,"42.733333, -94.216667"
1101,AIK,Municipal,Aiken,"33.65, -81.683333"
1102,OEO,Municipal,Osceola,"45.316667, -92.7"
1103,SCM,SPB,Scammon Bay,"61.866667, -165.583333"
1104,TEH,Tetlin,Tetlin,"36.766667, 49.5"
1105,BQV,Bartlett SPB,Gustavus,"58.45, -135.883333"
1106,JCT,Kimble County,Junction,"30.483333, -99.766667"
1107,LDM,Mason County,Ludington,"50.8, 24.05"
1108,PHN,St Clair County Intl,Port Huron,"42.9, -82.533333"
1109,CZZ,Campo,Campo,"18.45, -72.1"
1110,ELI,Elim,Elim,"64.616667, -162.266667"
1111,IPL,Imperial County,Imperial,"32.833333, -115.566667"
1112,WOD,Wood River,Wood River,"59.066667, -157.433333"
1113,FCM,Flying Cloud,Minneapolis,"44.827222, -93.456944"
1114,BDR,Igor I. Sikorsky Mem.,Bridgeport,"41.166667, -73.133333"
1115,SRQ,Sarasota-Bradenton International Airport,"Sarasota, FL","27.395556, -82.554444"
1116,FBG,Simmons AAF,Fort Bragg,"19.833333, -72.5"
1117,KPY,Port Bailey SPB,Port Bailey,"57.93, -153.040556"
1118,PIA,Greater Peoria,"Peoria, IL","40.666667, -89.683333"
1119,MWL,Mineral Wells Arpt,Mineral Wells,"32.783333, -98.066667"
1120,GFL,Warren County,Glens Falls,"43.35, -73.616667"
1121,RFD,Greater Rockford Airport,Rockford,"42.2, -89.1"
1122,KPN,Kipnuk SPB,Kipnuk,"59.933333, -164.033333"
1123,BCT,Public,Boca Raton,"26.366667, -80.116667"
1124,GRD,Greenwood,Greenwood,"34.25, -82.15"
1125,VAD,Moody AFB,Valdosta,"46.286111, 12.437778"
1126,WWT,Newtok,Newtok,"60.933333, -164.633333"
1127,ASN,Talladega,Talladega,"38.6, -0.683333"
1128,OAJ,Albert J Ellis,Jacksonville,"34.716667, -77.416667"
1129,LTS,Altus AFB,Altus,"34.65, -99.35"
1130,TMB,Tamiami,Miami,"10.016667, -73.65"
1131,NLG,Nelson Lagoon,Nelson Lagoon,"56.016667, -161.15"
1132,GLD,Renner Field,Goodland,"39.366667, -101.7"
1133,RLU,Bornite Upper,Bornite,"67.1, -156.933333"
1134,CBM,Columbus AFB,"Columbus, MS","33.643889, -88.443889"
1135,CTH,Chestercounty Carlson,Coatesville,"39.966667, -75.816667"
1136,NTJ,Manti-Ephraim,Manti,"39.266667, -111.633333"
1137,TUP,Lemons Municipal,Tupelo,"34.268056, -88.77"
1138,KIB,SPB,Ivanof Bay,"55.9, -159.483333"
1139,PKA,SPB,Napaskiak,"60.7, -161.7"
1140,TRI,Tri-cities Regional,Blountville,"36.475278, -82.4075"
1141,DYS,Dyess AFB,Abilene,"54.1075, -1.483611"
1142,JXN,Reynolds Municipal,Jackson,"42.266667, -84.466667"
1143,PBA,Point Barrow,Barrow,"71.333333, -156.633333"
1144,BZS,Buzzards Pt S,Washington,"49.0, -72.5"
1145,FBS,Friday Harbor SPB,Friday Harbor SPB,"-28.033333, 115.6"
1146,GLS,Scholes Field,Galveston,"29.266666999999998, -94.866667"
1147,SDX,Sedona,Sedona,"34.866667, -111.766667"
1148,HWI,SPB,Hawk Inlet,"58.116667, -134.733333"
1149,DIK,Dickinson,Dickinson,"46.8, -102.8"
1150,GTY,Gettysburg,Gettysburg,"39.833333, -77.233333"
1151,ADW,Andrews AFB,Camp Springs,"38.8, -76.916667"
1152,APA,Arapahoe Co,Denver,"39.566667, -104.833333"
1153,ISZ,Cincinnati-Blue Ash Airport,"Cincinnati, OH","39.246667, -84.388889"
1154,DNT,Downtown Heliport,Santa Ana,"1.083333, -77.55"
1155,ICT,Mid-Continent,Wichita,"37.65, -97.433333"
1156,DWS,Walt Disney World,Orlando,"28.400278, -82.438333"
1157,ETB,West Bend,West Bend,"43.416667, -88.183333"
1158,AUN,Auburn,Auburn,"38.9, -121.066667"
1159,BDE,Baudette,Baudette,"54.383333, 19.7"
1160,MTH,Marathon Flight Strip,Marathon,"24.716667, -81.05"
1161,MSD,Mt Pleasant,Mt Pleasant,"39.524722, -111.474444"
1162,PIH,Pocatello,Pocatello,"42.916667, -112.583333"
1163,EGX,Egegik,Egegik,"58.216667, -157.366667"
1164,STL,Lambert-St. Louis International,St Louis,"38.748611, -90.37"
1165,GVL,Lee Gilmer Memorial,Gainesville,"34.266667, -83.833333"
1166,CTK,Canton,Canton,"43.3, -96.583333"
1167,KQA,Akutan,Akutan,"54.116667, -165.75"
1168,KTN,International,Ketchikan,"55.333333, -131.65"
1169,MCC,Mcclellan AFB,Sacramento,"10.783333, -74.15"
1170,BQK,Glynco Jetport,Brunswick,"31.25, -81.45"
1171,SBP,San Luis County Regional Airport,San Luis Obispo,"35.236944, -120.641944"
1172,SXQ,Soldotna,Soldotna,"60.483333, -151.066667"
1173,PHK,Palm Beach Co Glades,Pahokee,"26.816667, -80.65"
1174,LWV,Municipal,Lawrenceville,"38.766667, -87.6"
1175,RTD,Rotunda,Rotunda,"26.866667, -82.266667"
1176,XMD,Madison,Madison,"44.0, -97.116667"
1177,HYS,Municipal,Hays,"38.85, -99.266667"
1178,AWM,Municipal,West Memphis,"35.133333, -90.183333"
1179,BCC,Bear Creek,Bear Creek,"57.6175, -155.867222"
1180,MHV,Kern County,Mojave,"35.483333, -118.2"
1181,PSK,New River Valley,Dublin,"37.116667, -80.683333"
1182,WYB,SPB,Yes Bay,"55.916667, -131.8"
1183,WWP,Whale Pass,Whale Pass,"56.116667, -133.125"
1184,CHU,Chuathbaluk,Chuathbaluk,"61.666667, -159.25"
1185,FXE,Executive,Fort Lauderdale,"26.183333, -80.166667"
1186,POU,Dutchess County,Poughkeepsie,"41.633333, -73.883333"
1187,MRY,Monterey Peninsula,Monterey,"36.583333, -121.85"
1188,RRL,Municipal,Merrill,"-34.683333, 149.216667"
1189,MML,Municipal-Ryan Field,Marshall,"44.444167, -95.82"
1190,PJB,Payson,Payson,"34.261111, -111.341667"
1191,ARB,Municipal,"Ann Arbor, MI","42.223056, -83.745556"
1192,BZN,Gallatin Field,Bozeman,"45.7775, -111.153056"
1193,OWB,Daviess County,Owensboro,"37.75, -87.166667"
1194,BIG,Intermediate Field,Big Delta,"64.0, -145.733333"
1195,SMX,Public,Santa Maria,"34.9, -120.45"
1196,WAA,Wales,Wales,"65.666667, -168.083333"
1197,LCI,Municipal,Laconia,"43.566667, -71.416667"
1198,OGB,Municipal,Orangeburg,"33.45, -80.85"
1199,PJS,Port San Juan,Port San Juan,"60.05, -148.066667"
1200,KLG,Municipal,Kalskag,"61.533333, -160.366667"
1201,XZU,Off line Point,Rail,"37.716667, 28.966667"
1202,BWD,Brownwood,Brownwood,"31.8, -98.95"
1203,GWO,Leflore,Greenwood,"33.5, -90.2"
1204,MTW,Municipal,Manitowoc,"44.116667, -87.666667"
1205,MYR,Myrtle Beach Afb,Myrtle Beach,"33.7, -78.966667"
1206,KTH,SPB,Tikchik,"27.666667, 88.516667"
1207,CFD,Coulter Field,Bryan,"18.433333, -77.466667"
1208,NLC,Lemoore NAS,"Lemoore, CA","36.333056, -119.951944"
1209,ATT,Atmautluak,Atmautluak,"61.0, -162.75"
1210,LEX,Blue Grass,Lexington,"38.036389, -84.605833"
1211,VLA,Vandalia,Vandalia,"38.95, -89.083333"
1212,RKP,Aransas County,Rockport,"28.083333, -97.033333"
1213,FID,Elizabeth Field,Fishers Island,"41.266667, -72.033333"
1214,FTL,Fortuna Ledge,Fortuna Ledge,"61.866667, -162.033333"
1215,TDZ,Toledo,Toledo,"6.533333, -75.783333"
1216,JGL,Galleria Heliport,Atlanta,"33.885, -84.462778"
1217,OTH,North Bend,North Bend,"43.416667, -124.25"
1218,PSQ,SPB,Philadelphia,"29.483333, 31.066667"
1219,QCE,Van Service,Copper Mountain,"49.3, -1.5"
1220,EFB,Eight Fathom Bight,Eight Fathom Bight,"58.0, -135.733333"
1221,CWO,Ft Wolter AAF,Mineral Wells,"-5.133333, 137.533333"
1222,NHK,Patuxent River NAS,"Patuxent River, MD","38.286111, -76.411667"
1223,PRL,Port Oceanic,Port Oceanic,"60.208333, -147.819444"
1224,FPR,St Lucie County,Fort Pierce,"27.483333, -80.366667"
1225,ELD,Goodwin Field,El Dorado,"33.216667, -92.816667"
1226,MNZ,Manassas,Manassas,"38.716667, -77.516667"
1227,MRK,Marco Island,Marco Island,"25.933333, -81.716667"
1228,NUW,Whidbey Island NAS,Oak Harbor,"48.351667, -122.655833"
1229,LEB,White River,White River,"43.633333, -72.316667"
1230,KAE,SPB,Kake,"56.966667, -133.95"
1231,FAR,Hector Field,Fargo,"46.916667, -96.816667"
1232,NRI,Shangri-la,Shangri-la,"36.566667, -94.85"
1233,SVW,Sparrevohn AFS,Sparrevohn,"61.083333, -155.566667"
1234,WOW,Willow,Willow,"61.75, -150.05"
1235,JEM,Heliport,Emeryville,"37.95, -122.336111"
1236,JLN,Joplin Regional,"Joplin, MO","37.151944, -94.498333"
1237,MYK,May Creek,May Creek,"61.366667, -142.683333"
1238,GNT,Milan,Grants,"35.15, -107.866667"
1239,STK,Crosson Field,Sterling,"40.616667, -103.266667"
1240,HYA,Barnstable,Hyannis,"41.669444, -70.280278"
1241,BPT,Jefferson County,Beaumont,"30.083333, -94.1"
1242,RSN,Ruston,Ruston,"32.516667, -92.616667"
1243,EVW,Evanston,Evanston,"41.35, -111.016667"
1244,HON,Howes,Huron,"44.383333, -98.233333"
1245,IRK,Municipal,Kirksville,"40.1, -92.55"
1246,BBF,Burlington,Burlington,"42.5, -71.183333"
1247,KKH,Kongiganak,Kongiganak,"59.966667, -162.75"
1248,SLO,Leckrone,Salem,"38.616667, -88.933333"
1249,MUT,Muscatine,Muscatine,"41.363889, -91.144722"
1250,MCB,Pike County,Mccomb,"31.15, -90.433333"
1251,TGE,Sharpe Field,Tuskegee,"46.966667, 17.083333"
1252,JAS,County,Jasper,"30.916667, -94.016667"
1253,GKN,Gulkana,Gulkana,"62.166667, -145.466667"
1254,JAC,Jackson Hole,Jackson,"43.6, -110.733333"
1255,SDF,Louisville International,"Louisville, KY","38.174444, -85.736111"
1256,TPH,Tonopah Arpt,Tonopah,"38.06, -117.086944"
1257,SJC,Mineta San Jose International Airport,San Jose,"37.352778, -121.919444"
1258,OCN,Municipal,Oceanside,"33.217222, -117.352778"
1259,FME,Tipton AAF,Fort Meade,"19.833333, -72.5"
1260,CLW,Executive,Clearwater,"50.433333, -93.45"
1261,CIG,Craig-Moffat,Craig,"40.5, -107.583333"
1262,TLR,Mefford Field,"Tulare, CA","39.156389, -119.326111"
1263,RFG,Rooke Field,Refugio,"-41.066667, -72.466667"
1264,ALX,Thomas C Russell Fld,Alexander City,"32.933333, -85.95"
1265,RTN,Crews Field,Raton,"36.733333, -104.5"
1266,CKV,Outlaw Field,"Clarksville, TN","36.621944, -87.415"
1267,FRG,Republic Field,Farmingdale,"40.733333, -73.416667"
1268,BKH,Barking Sands PMRF,Kekaha,"22.024722, -159.789444"
1269,MUV,Mustin Alf,Philadelphia,"29.483333, 31.066667"
1270,ZRD,Richmond VA Rail,Richmond,"48.166667, -65.833333"
1271,SKK,Shaktoolik,Shaktoolik,"64.383333, -161.1"
1272,BVD,Sea Port,Beaver Inlet,"53.733333, -166.316667"
1273,LIT,Adams Field Airport,"Little Rock, AR","34.729444, -92.224444"
1274,UNU,Dodge County,"Juneau, WI","43.426389, -88.703889"
1275,GCK,Garden City Municipal Airport,"Garden City, KS","37.933333, -100.733333"
1276,ART,Watertown,Watertown,"43.983333, -76.016667"
1277,PIB,Hattiesburg-Laurel Regional,"Hattiesburg/Laurel, MS","31.467222, -89.336944"
1278,MWC,Lawrence J Timmerman,Milwaukee,"43.110278, -88.034167"
1279,PIE,St. Petersburg-Clearwater International,Clearwater,"27.910556, -82.6875"
1280,SVE,Susanville,Susanville,"40.4, -120.65"
1281,TCL,Van De Graaf,"Tuscaloosa, AL","33.220556, -87.611389"
1282,BSW,Boswell Bay,Boswell Bay,"60.4, -146.133333"
1283,ZHC,N Philadelphia Rail St,Philadelphia,"29.483333, 31.066667"
1284,GSH,Goshen,Goshen,"41.583333, -85.833333"
1285,MJQ,Jackson,Jackson,"43.616667, -95.016667"
1286,EST,Municipal,Estherville,"43.4, -94.833333"
1287,WBB,Stebbins,Stebbins,"63.5, -162.266667"
1288,AIA,Alliance,Alliance,"42.066667, -102.8"
1289,WSH,Brookhaven,Shirley,"40.783333, -72.916667"
1290,RKD,Knox County Regional,Rockland,"44.066667, -69.1"
1291,OZA,Ozona Municipal,Ozona,"30.735278, -101.202778"
1292,TUS,Tucson International Airport,"Tucson, AZ","32.116111, -110.941111"
1293,DOV,Dover AFB,"Dover-Cheswold, DE","39.129444, -75.466111"
1294,PUB,Memorial,Pueblo,"38.283333, -104.5"
1295,RBG,Municipal,Roseburg,"43.233333, -123.35"
1296,BGS,Webb AFB,Big Spring,"-18.516666999999998, 124.266667"
